Дистр.,Привязка в CRM,Значение привязки в CRM,Клиент,ИНН клиента,Регион,Город,Улица,Информация из CRM по ИНН наименование АС,Информация из CRM по ИНН КАМ АС,Информация из CRM Наименование ЕА,Информация из CRM МП ЕА,Регион МП,Регион в CRM по области аптеки
Фармкомплект,5916027419_b030919ad9460dfaecefcffeed765095,"Нытва-Фарм ООО, г.Воткинск, ул.Кирова,78; 5916027419; 427440, Удмуртская Респ, Воткинск г, Кирова ул, дом № 78; 5916027419_b030919ad9460dfaecefcffeed765095",ОПЕКА Нытва-Фарм ООО г.Ижевск,5916027419,Удмуртская респ.,Удмуртия (Ижевск),"427440, Удмуртская Респ, Воткинск г, Кирова ул, дом № 78",Опека (Планета Здоровья),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Верхнее Поволжье
Агроресурсы,511462.00,"АЛЕКС МЕД ООО, г.Оренбург, ул.Мусы Джалиля, д.6; Оренбургская обл; Оренбург г; ул. Мусы Джалиля, д. №6, помещение 7М; 511462.00; 5612161733","АЛЕКС МЕД ООО, г.Оренбург, ул.Мусы Джалиля, д.6",5612161733,Оренбургская обл.,Оренбург г,"ул. Мусы Джалиля, д. №6, помещение 7М",АС ЛПУ НПФО,Романовская Людмила,Нет в CRM,Нет в CRM,Нет в CRM,Нижнее Поволжье
Агроресурсы,31275.00,"ОАО ""Аптека №392"" Асбест, Ленинградская,22; Свердловская обл; Асбест г; ул. Ленинградская, д. 22; 31275.00; 6603022213","ОАО ""Аптека №392"" Асбест, Ленинградская,22",6603022213,Свердловская обл.,Асбест г,"ул. Ленинградская, д. 22",Нет в CRM,Нет в CRM,ЕА ОАО Аптека 392,ekaterinburg,Урал,Урал
Агроресурсы,24158.00,"ООО "" Алданфарм ""; Саха /Якутия/ Респ; Алдан г; ул. Дзержинского, д. 46; 24158.00; 1402049343","ООО "" Алданфарм """,1402049343,Саха (Якутия) респ.,Алдан г,"ул. Дзержинского, д. 46",Нет в CRM,Нет в CRM,ЕА ООО Алданфарм,yakutsk,Западная Сибирь,Западная Сибирь
Агроресурсы,28993.00,"ООО ""Авант ЛТД"", Баумана,2; Свердловская обл; Екатеринбург г; ул. Баумана, д. 2; 28993.00; 6664042023","ООО ""Авант ЛТД"", Баумана,2",6664042023,Свердловская обл.,Екатеринбург г,"ул. Баумана, д. 2",АС Авант (АСНА),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Урал
Агроресурсы,34114.00,"ООО ""Авиценна"" Ленина 24/Вайнера,8; Свердловская обл; Екатеринбург г; ул. Ленина , д. 24; 34114.00; 5902003880","ООО ""Авиценна"" Ленина 24/Вайнера,8",5902003880,Свердловская обл.,Екатеринбург г,"ул. Ленина , д. 24",Опека (Планета Здоровья),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Урал
Агроресурсы,46047.00,"ООО ""Авиценна"",  Монтажников 11; Тюменская обл; Тюмень г; ул. Монтажников, д. 11, стр.1; 46047.00; 7204082420","ООО ""Авиценна"",  Монтажников 11",7204082420,Тюменская обл.,Тюмень г,"ул. Монтажников, д. 11, стр.1",Нет в CRM,Нет в CRM,"ЕА ООО ""Авиценна""",tumen,Урал,Урал
Агроресурсы,37526.00,"ООО ""Авиценна"", Нефтеюганск, 8мкр,24; ХМАО - Югра АО; Нефтеюганск г; ул. 8 микрорайон, д. 24; 37526.00; 5902003880","ООО ""Авиценна"", Нефтеюганск, 8мкр,24",5902003880,Ханты-Мансийский Автономный округ - Югра АО,Нефтеюганск г,"ул. 8 микрорайон, д. 24",Опека (Планета Здоровья),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Урал
Агроресурсы,511278.00,"ООО ""Альфа Живика"" Екатеринбург, Малышева, 5; Свердловская обл; Екатеринбург г; ул. Малышева, д. 5; 511278.00; 6673189456","ООО ""Альфа Живика"" Екатеринбург, Малышева, 5",6673189456,Свердловская обл.,Екатеринбург г,"ул. Малышева, д. 5",АС  ООО Альфа Живика,Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Урал
Агроресурсы,513129.00,"ООО ""Альфа Живика"" Екатеринбург, Малышева,7; Свердловская обл; Екатеринбург г; ул. Малышева, д. 7; 513129.00; 6673189456","ООО ""Альфа Живика"" Екатеринбург, Малышева,7",6673189456,Свердловская обл.,Екатеринбург г,"ул. Малышева, д. 7",АС  ООО Альфа Живика,Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Урал
Агроресурсы,512645.00,"ООО ""Альфа Живика"" Екатеринбург, Савкова, 7; Свердловская обл; Екатеринбург г; ул. Савкова, д. 7; 512645.00; 6673189456","ООО ""Альфа Живика"" Екатеринбург, Савкова, 7",6673189456,Свердловская обл.,Екатеринбург г,"ул. Савкова, д. 7",АС  ООО Альфа Живика,Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Урал
Агроресурсы,501739.00,"ООО ""Альфа Живика"" Полевской, Коммунистическая,34; Свердловская обл; Полевской г; ул. Коммунистическая, д. 34; 501739.00; 6673189456","ООО ""Альфа Живика"" Полевской, Коммунистическая,34",6673189456,Свердловская обл.,Полевской г,"ул. Коммунистическая, д. 34",АС  ООО Альфа Живика,Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Урал
Агроресурсы,513463.00,"ООО ""Альфа Живика"" Полевской, Ленина,5; Свердловская обл; Полевской г; ул. Ленина, д. 5; 513463.00; 6673189456","ООО ""Альфа Живика"" Полевской, Ленина,5",6673189456,Свердловская обл.,Полевской г,"ул. Ленина, д. 5",АС  ООО Альфа Живика,Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Урал
Агроресурсы,508650.00,"ООО ""Альфа Живика"" Реж, Строителей, 1; Свердловская обл; Реж г; ул. Строителей, д. 1; 508650.00; 6673189456","ООО ""Альфа Живика"" Реж, Строителей, 1",6673189456,Свердловская обл.,Реж г,"ул. Строителей, д. 1",АС  ООО Альфа Живика,Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Урал
Агроресурсы,34348.00,"ООО ""Альфа Живика"" Среднеуральск, Куйбышева,11; Свердловская обл; Среднеуральск г; ул. Куйбышева, д. 11; 34348.00; 6673189456","ООО ""Альфа Живика"" Среднеуральск, Куйбышева,11",6673189456,Свердловская обл.,Среднеуральск г,"ул. Куйбышева, д. 11",АС  ООО Альфа Живика,Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Урал
Агроресурсы,29098.00,"ООО ""Альфа Живика"" Туринск, Ленина,50; Свердловская обл; Туринск г; ул. Ленина, д. 50; 29098.00; 6673189456","ООО ""Альфа Живика"" Туринск, Ленина,50",6673189456,Свердловская обл.,Туринск г,"ул. Ленина, д. 50",АС  ООО Альфа Живика,Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Урал
Агроресурсы,515455.00,"ООО ""Альфа Живика"" Тюмень, Щербакова, 98, пом. / 1д; Тюменская обл; Тюмень г; ул. Щербакова, д. 98, пом. / 1д; 515455.00; 6673189456","ООО ""Альфа Живика"" Тюмень, Щербакова, 98, пом. / 1д",6673189456,Тюменская обл.,Тюмень г,"ул. Щербакова, д. 98, пом. / 1д",АС  ООО Альфа Живика,Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Урал
Агроресурсы,515270.00,"ООО ""АПРЕЛЬ РЯЗАНЬ"", г.Скопин, ул. К. Маркса, д. 180, помещ. 1, 3, 4, 5, 6, 7; Рязанская обл; Скопин г; ул. К.Маркса, д. 180, нежил. пом. 1,3,4,5,6,7 , 1; 515270.00; 2311229260","ООО ""АПРЕЛЬ РЯЗАНЬ"", г.Скопин, ул. К. Маркса, д. 180, помещ. 1, 3, 4, 5, 6, 7",2311229260,Рязанская обл.,Скопин г,"ул. К.Маркса, д. 180, нежил. пом. 1,3,4,5,6,7 , 1",Апрель АС Отрада ООО,Пономаренко Светлана,Нет в CRM,Нет в CRM,Нет в CRM,Центр
Агроресурсы,509522.00,"ООО ""АПТЕКА 59"", Цоя 22, Ноябрьск; Ямало-Ненецкий АО; Ноябрьск г; ул. Цоя, д. 22; 509522.00; 1841070255","ООО ""АПТЕКА 59"", Цоя 22, Ноябрьск",1841070255,Ямало-Ненецкий АО,Ноябрьск г,"ул. Цоя, д. 22",Опека (Планета Здоровья),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Урал
Агроресурсы,514189.00,"ООО ""Аптека № 175"", г.Рязань, Касимовское шоссе, д. 34а; Рязанская обл; Рязань г; ул. шоссе Касимовское, д. 34а; 514189.00; 6230001289","ООО ""Аптека № 175"", г.Рязань, Касимовское шоссе, д. 34а",6230001289,Рязанская обл.,Рязань г,"ул. шоссе Касимовское, д. 34а",АС Аптека №175,Овсянников Николай,Нет в CRM,Нет в CRM,Нет в CRM,Центр
Агроресурсы,517258.00,"ООО ""Аптечная сеть ""Радуга"" Екатеринбург, Серафимы Дерябиной,32; Свердловская обл; Екатеринбург г; ул. Серафимы Дерябиной, д. 32; 517258.00; 6670059843","ООО ""Аптечная сеть ""Радуга"" Екатеринбург, Серафимы Дерябиной,32",6670059843,Свердловская обл.,Екатеринбург г,"ул. Серафимы Дерябиной, д. 32","АС Радуга, Екатеринбург",Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Урал
Агроресурсы,518661.00,"ООО ""Арт Лана"" ул. Айвазовского, д. 33; Томская обл; Томск г; ул. Айвазовского, д. 33; 518661.00; 7017154315","ООО ""Арт Лана"" ул. Айвазовского, д. 33",7017154315,Томская обл.,Томск г,"ул. Айвазовского, д. 33","АС ""ВИТА""",Калустов Борис,Нет в CRM,Нет в CRM,Нет в CRM,Западная Сибирь
Агроресурсы,518324.00,"ООО ""Арт Лана""пр. Комсомольский, д. 37; Томская обл; Томск г; пр. Комсомольский, д. 37; 518324.00; 7017154315","ООО ""Арт Лана""пр. Комсомольский, д. 37",7017154315,Томская обл.,Томск г,"пр. Комсомольский, д. 37","АС ""ВИТА""",Калустов Борис,Нет в CRM,Нет в CRM,Нет в CRM,Западная Сибирь
Агроресурсы,509143.00,"ООО ""АС-Бюро плюс"" Екатеринбург, Варшавская,26; Свердловская обл; Екатеринбург г; ул. Варшавская, д. 26; 509143.00; 6630006059","ООО ""АС-Бюро плюс"" Екатеринбург, Варшавская,26",6630006059,Свердловская обл.,Екатеринбург г,"ул. Варшавская, д. 26",АС  ООО Альфа Живика,Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Урал
Агроресурсы,513592.00,"ООО ""АС-Бюро плюс"" Екатеринбург, Гагарина,33; Свердловская обл; Екатеринбург г; ул. Гагарина, д. 33; 513592.00; 6630006059","ООО ""АС-Бюро плюс"" Екатеринбург, Гагарина,33",6630006059,Свердловская обл.,Екатеринбург г,"ул. Гагарина, д. 33",АС  ООО Альфа Живика,Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Урал
Агроресурсы,514830.00,"ООО ""АС-Бюро плюс"" Екатеринбург, Ленина, 81; Свердловская обл; Екатеринбург г; ул. Ленина, д. 81; 514830.00; 6630006059","ООО ""АС-Бюро плюс"" Екатеринбург, Ленина, 81",6630006059,Свердловская обл.,Екатеринбург г,"ул. Ленина, д. 81",АС  ООО Альфа Живика,Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Урал
